words,rgb,hsb
boots,-3284518,-4711974
Sitting,-4798751,-10276127
resumed,-2636080,-3133754
ignoring,-3093811,-4511027
strode,-1978163,-3332709
Chewing,-5717050,-13748794
Will,-5454128,-13226288
forgive,-4402965,-8639509
nerves,-1787420,-1818969
damn,-3756845,-6142765
cooperate,-4402224,-9690160
dragging,-3945799,-8640839
DON,-11767699,-12096195
guardian,-3943495,-8839239
SO,-8556544,-16777216
protective,-2438445,-2937923
interrupt,-3285529,-3989785
argue,-3289664,-6019648
shouldn,-1783098,-3790452
choices,-3491382,-5949494
Damn,-7230253,-12281645
seriously,-2438418,-1166891
god,-4138314,-9823562
appetite,-3943472,-7789616
tension,-1982249,-2673241
lessened,-3098915,-3391523
fully,-3738160,-7665456
exited,-3090500,-5562948
favourite,-3483686,-5496102
Landing,-6374953,-12884009
bustling,-3091497,-3922473
streets,-2633497,-1627429
senseis,-1590835,-3327860
indulged,-3290439,-6347079
Wwhat,-6558013,-15970877
Recognizing,-4403773,-9951549
swiveled,-2438454,-3528267
asking,-4596282,-11134266
hesitated,-3093821,-5101373
Since,-6766377,-13272617
spat,-1581652,-5499285
argument,-3087940,-5630276
experience,-4594490,-11332410
incredible,-3489604,-6738244
farther,-2640179,-3327292
young,-1585682,-1167718
triggered,-2438468,-4446296
cue,-5050695,-13890375
spreading,-3290426,-5625402
consumed,-3746861,-6871853
Consumed,-6106157,-14400045
jolt,-2434352,-3137864
erupted,-3938349,-8121389
Never,-7221775,-13655567
footing,-3288873,-4708393
reduced,-2640202,-4836178
numb,-3936557,-8319277
thump,-2240274,-1168441
overcoming,-2896435,-3725107
hang,-4150057,-7256617
slipping,-2241082,-3791194
sulking,-3089709,-4251949
noticeable,-4145968,-7981360
observant,-4141589,-7393557
smallest,-2237774,-5105261
details,-3948323,-6801699
tracking,-3092295,-5692743
Minutes,-4139066,-9101370
thin,-1981498,-3789159
ice,-3755335,-7587911
infecting,-4142387,-8508723
greatly,-3283005,-6090045
preventing,-2241843,-3331412
paler,-3488048,-5755184
colder,-5059878,-11719206
TwentyFour,-6101023,-15385631
Snake,-5912916,-14272852
fluid,-4144146,-6932498
Consciousness,-4141606,-8049958
draining,-3746887,-8118343
Whoever,-4793654,-11657782
shinobi,-2634311,-4643664
implant,-2899750,-2869798
Sounds,-5716245,-13353493
implanting,-3096361,-3852841
emit,-3091514,-4971834
female,-5061690,-11850042
unnamed,-3943482,-8248634
tense,-1590825,-2671725
crack,-5056596,-13231444
peeked,-2901578,-5164618
conversing,-3094822,-3657510
problem,-3482934,-6349366
Earlier,-5457459,-12633907
confusing,-4399661,-9888557
exact,-4787796,-13170260
exception,-4397872,-10217776
hallucination,-3093056,-5298752
mingled,-3945786,-8050234
confusion,-4398630,-9758246
See,-8537671,-13452879
underestimated,-3093050,-4905274
raising,-2639411,-3327804
fingertips,-2899747,-2672931
waver,-2636047,-969243
appear,-5061663,-11193119
Locking,-5910333,-14469437
rapidly,-1986601,-2669653
transformed,-2893892,-4842052
entirely,-3938352,-8252464
Warn,-5264156,-10728732
difficulties,-3488816,-5754672
transporting,-2629171,-3335998
inspected,-2440253,-3986001
decide,-4409674,-9751370
annoying,-3482931,-6218291
smashed,-2635086,-5102423
glimpse,-3942441,-7593513
glass,-2893140,-5891924
cutting,-3482911,-5168927
bursting,-3285549,-5104429
solves,-1324326,-2478722
scoffed,-3754294,-6800950
hardly,-4408082,-7848210
Sranked,-5449806,-14541902
criminals,-4598825,-10279465
remark,-3748400,-6936368
insulted,-3290393,-3788569
chose,-3293990,-4376102
assume,-3285552,-5235760
sharp,-1781588,-5496968
hastily,-1984038,-2475093
snake,-2439508,-5495142
wrapped,-2629198,-5106520
phoenix,-2437680,-3135302
beak,-4408916,-10211412
TwentyFive,-6757919,-15044895
Solo,-5449008,-14278960
Mission,-4798751,-10276127
Person,-5453091,-13226531
evidence,-4797747,-10999091
extract,-2633523,-3332669
Eerie,-7620124,-12666908
statement,-2632755,-3333181
doubt,-5053970,-12379154
succeed,-3943498,-8970314
rule,-3281200,-5435952
awaiting,-3940935,-9037639
Extract,-5058355,-12245555
accompanying,-4403760,-9492272
popping,-2895654,-2938662
Whenever,-5059885,-11850797
nagging,-3753526,-6801462
Clearing,-6762304,-14457408
wondered,-3488803,-5032995
spirit,-1781545,-2676841
hurry,-2886172,-2357020
sinking,-3094825,-3854121
survivor,-1778197,-1368160
neardeath,-3291466,-6477642
missed,-2244403,-3329362
hopes,-4398627,-9692707
survived,-2437653,-1364270
sank,-2446121,-2669116
despise,-3948313,-6342169
seeing,-2636100,-4445517
smiling,-3093043,-4511539
saddened,-3755322,-6931514
friendly,-4134980,-9891396
laughed,-4147501,-7717677
challenged,-3946830,-8837198
rhymed,-2442025,-2672446
anxiously,-3746827,-5297419
chaos,-3746900,-8708692
Wwwha,-5910283,-13810443
reopening,-2636848,-3133242
leaked,-3294801,-6803281
whiter,-1131309,-2934923
attempting,-3942435,-7331107
disobey,-2639408,-3130937
aura,-5443868,-15134748
Once,-6957134,-14981454
steadily,-3482176,-6940224
extracted,-2635066,-3790404
angelic,-5057597,-12574269
seeming,-2899770,-4181818
forming,-3944227,-7198499
Hearing,-5717824,-13683008
grunting,-3286310,-4644902
awakening,-4139072,-9363776
fluttered,-2633526,-3529280
relief,-2901562,-4180282
foiled,-3749188,-7788612
stiff,-3091514,-4971834
statue,-1578062,-5108374
ears,-3101468,-2929948
alert,-3744327,-8251207
earsplitting,-3485481,-5560361
Laughter,-6371605,-13342485
shifting,-2896442,-4184378
noises,-2241833,-2675532
oblivious,-2893101,-3399981
sudden,-3288122,-5692730
appearance,-5059888,-11916336
disappearance,-5059881,-11785001
revealed,-3755295,-5553183
incredibly,-2441028,-4444503
Hidan,-8270410,-14438218
expressions,-2631715,-2284846
flickered,-3750212,-7722308
reassuring,-2437680,-3135302
further,-2631731,-3333950
yes,-280089,-1622193
react,-3485524,-7790676
muscle,-3940912,-8053808
rustling,-1977385,-2677342
toll,-2237744,-3137876
muscles,-3285552,-5235760
ached,-5066045,-11257149
automatically,-3091514,-4971834
laughter,-3946773,-6343445
Oddly,-6367306,-14923850
harsher,-2443571,-3327302
flopping,-3093040,-4314928
lull,-3084592,-4518448
Rolling,-5451565,-13752621
interference,-3943482,-8248634
Seeing,-6109508,-14006852
weary,-1320276,-5498786
woken,-2631731,-3333950
rapping,-2901542,-2868262
stepped,-2890567,-5041223
mission,-2439455,-2018614
scanning,-2440263,-4641882
May,-9851653,-11404383
Follow,-7218463,-14642719
Sannin,-5719593,-12893481
worthless,-2238499,-2284873
medical,-3295569,-6802769
nin,-2636073,-2674483
TwentySix,-6561308,-15048220
Star,-5248084,-14676564
solo,-1975600,-3137893
Frowning,-5057584,-12311600
slinging,-2440250,-3789134
strap,-3480348,-5170972
diagonal,-4796224,-11590720
Leaping,-5455680,-13226048
Tracking,-5451591,-14081351
sniffed,-3749184,-7592000
Following,-6105129,-14597161
attached,-5257513,-12373801
Dagger,-8080688,-12664624
rate,-3298069,-3191573
Ahead,-8930119,-13583971
Hell,-6964784,-13007920
Ravine,-6373165,-13344557
signaled,-3098938,-4769594
approaching,-3748413,-7526717
valley,-1985820,-1817419
Bear,-6964820,-13669204
Country,-5053977,-12510233
Bakka,-7885619,-12405555
Having,-7421737,-13262889
quick,-3482170,-6612282
reflexes,-3291430,-4443942
seemtobe,-3290422,-5428790
attacker,-5254182,-12966438
masked,-3099955,-4375091
crossbow,-3085373,-5304381
rope,-3286307,-4513571
Kujaku,-7873062,-14829350
Myouhou,-4137510,-8512038
Mysterious,-4138265,-7921177
Peacock,-5911889,-14404433
Method,-6960432,-13927216
fanned,-3493178,-6079546
peacock,-3487057,-7592785
deflected,-3098186,-5754442
Kage,-7426880,-12676160
Bunshin,-5449779,-14147379
clones,-3947551,-6671135
Scatter,-3945038,-8969550
separated,-2898240,-4576576
strands,-2891315,-3794739
attacked,-5257510,-12308262
mask,-3101465,-2733081
loudly,-3943435,-6214923
ignore,-3092282,-4971322
Sumaru,-6952991,-15369759
weaken,-1984064,-4180841
ravine,-2899757,-3328813
borders,-3945756,-6737948
poisonous,-2235945,-2680399
gas,-4150041,-6599705
Foreign,-6369072,-14264624
infiltrate,-3488038,-5230374
serves,-1328668,-1818996
natural,-2439478,-3527243
mentioned,-2442035,-3328583
Narutokun,-4794406,-11132198
Sumarukun,-5903395,-15652387
savior,-2636821,-1361952
beautiful,-3745088,-7922752
crazily,-1780804,-4448125
joke,-4138291,-8905267
Was,-7623449,-11813657
assistance,-4791849,-11658793
contest,-2635043,-2282030
substitute,-2430006,-3534927
Hoshikage,-6763827,-13996083
Akahoshi,-6763062,-14193462
questioned,-2890564,-4844612
leaders,-3294778,-5491002
Wwait,-5706068,-16051284
Please,-7415111,-15039559
qualifications,-2633543,-4644176
star,-1774676,-5501582
envied,-4143405,-8179757
Using,-5450810,-14081338
elect,-4792903,-12248903
sixth,-1588232,-509275
Our,-9376028,-15735658
Omaru,-5709396,-15459412
Subaku,-6955571,-14978099
cluster,-2892333,-3400493
keeps,-2895687,-5037383
naming,-3292982,-5295670
thanks,-1980726,-3527269
countries,-3943449,-6805529
rise,-3291417,-3722265
broadly,-3748397,-6739501
grounds,-2433594,-3794257
seven,-3094799,-2279951
steal,-3482183,-7268167
suspects,-1778995,-3334771
fallen,-3755309,-6275117
outward,-2634265,-1626660
midair,-4143411,-8376883
Hurry,-6359580,-16234780
foreigners,-3291433,-4640553
protect,-1782330,-3791221
distrusting,-2632739,-2283822
brought,-2633523,-3332669
personality,-2631725,-2940472
thumping,-2438438,-2478653
Impossible,-5452326,-13489446
Hokuto,-6102573,-15189037
tip,-1325347,-2281086
pursued,-2887987,-3797555
thief,-3096378,-4837178
country,-2629145,-1631269
scum,-2247954,-1161268
pocketed,-3488819,-5885747
Tajuu,-4796982,-11196470
tornado,-2243635,-3329875
beast,-3485524,-7790676
slashed,-2635086,-5102423
Separate,-5257533,-12768317
remaining,-3750195,-6935091
shuriken,-2635043,-2282030
Shihou,-6369830,-14000934
Happou,-6568988,-13274140
Shuriken,-5059875,-11653667
Direction,-6764831,-13468447
continuously,-2436892,-1824053
bounced,-4405549,-9162797
pointless,-3283757,-5171501
weakness,-1978190,-5103481
Copies,-7877919,-13712927
boost,-3481126,-5629478
collided,-4405565,-9753661
splitting,-3088941,-4252461
puffs,-3281988,-6484292
worked,-1979699,-3331427
rubbing,-3745085,-7725885
beasts,-3485494,-6216246
linked,-3292986,-5558074
Agony,-7610918,-14833958
jaws,-2642699,-700437
Kuso,-6361369,-15774489
Nani,-6771497,-12221481
fault,-3749138,-5426706
trusting,-1975590,-2482269
techniques,-2239559,-4644966
received,-3752752,-6605104
receive,-3751728,-6671408
possible,-2439478,-3527243
sharing,-2636864,-4182601
stories,-1779766,-3530869
definitely,-2636858,-3789123
bring,-3944250,-8182586
confidently,-4400432,-9888048
TwentySeven,-6104351,-14662431
Kidnapped,-5064253,-11520573
emergency,-3096371,-4443443
stolen,-2436905,-2676800
inch,-3942478,-9167950
daggers,-3493168,-5488944
cloaking,-4404528,-9360432
cloak,-5255718,-12637478
Hhow,-5913638,-13416742
wwhat,-3084605,-5305149
genjutsu,-3089695,-3399455
challenge,-3750222,-8247374
Hai,-10900282,-12532147
trainees,-3284558,-6941518
Shameful,-4144206,-9426510
butted,-3288112,-5168176
feathers,-2635086,-5102423
taught,-2902293,-1752085
trained,-3285582,-6940750
Secret,-5260851,-11978547
Especially,-5452336,-13621040
villagers,-2898224,-3526960
palms,-2635056,-3134522
Gomennasai,-6365754,-15054138
Akahoshisama,-6565686,-14327862
responsibility,-2239539,-3333205
Iie,-10697031,-14042815
responsible,-2243635,-3329875
retrieve,-1590064,-3131763
tend,-3098153,-3785769
comrades,-3945021,-8247613
disbelieving,-4406310,-8834086
outsiders,-2892329,-3138345
setting,-2440991,-2017333
singing,-3291433,-4640553
Natsuhiboshi,-4144173,-8048173
naze,-3756801,-3910913
akai,-4600404,-11394644
Yuube,-6368274,-14065426
kanashi,-4142387,-8508723
yume,-2429229,-2945351
wo,-665088,-16777216
mita,-4143381,-7195413
Naite,-5459258,-12436538
hanashita,-4402240,-10214976
Akai,-8073812,-14574164
yo,-271872,-16777216
mayou,-2634245,-314897
Kieta,-5916231,-13483335
warashi,-3290413,-4903981
sangashiteru,-3751708,-5687068
Dakara,-8730948,-13976407
kanashii,-4143411,-8376883
miru,-1980700,-1822033
sang,-2904873,-3062313
breeze,-5049927,-13956423
Stars,-5249108,-14544724
clearly,-3745085,-7725885
visit,-2435097,-1628979
Amaguriya,-6756420,-15640132
youkan,-1784863,-2018142
coldhearted,-5059120,-12048176
short,-1779750,-2481514
hasty,-2632729,-1628197
preparations,-3091504,-4381744
Matte,-5721365,-12169493
flies,-4597050,-11002682
Surrounding,-3944995,-7132195
bond,-5055785,-12509225
demanded,-5062461,-11849533
dispersed,-2900781,-3328045
Rreturn,-4397107,-10415155
palm,-2642736,-3128377
Purple,-5710387,-14998579
swirled,-2891328,-4581696
whizzed,-1973824,-4188530
stard,-1781588,-5496968
jump,-2887981,-3404077
collar,-4144166,-7785510
struggled,-1979706,-3790441
freed,-4600391,-11000647
Calm,-7426864,-12345136
gasfilled,-3950131,-7391027
mistake,-3098150,-3589158
guarding,-2897223,-5036359
TwentyEight,-6757168,-15309616
Natsuhi,-5059113,-11916585
inhaled,-4795460,-11788100
coma,-5252397,-13426989
affect,-5065005,-10994477
lure,-3936540,-7598108
Does,-6759751,-15049287
stained,-3481166,-7662414
hypocritical,-3944237,-7592237
brats,-3283796,-7335252
kidnapped,-2901565,-4311613
retrieval,-1590832,-3130994
lights,-3483693,-5824045
figures,-2436164,-4448089
Mother,-6960409,-13595929
Father,-7621913,-12207129
forms,-3743260,-6350108
kneeling,-3486272,-6740544
protected,-1784128,-4183415
bravely,-2241092,-4447075
streaming,-3289648,-5101360
treasures,-2893862,-2940198
protects,-1779770,-3793015
pigeon,-3485494,-6216246
fingertip,-3292963,-4245795
Recognize,-5058368,-12573760
coffin,-4796214,-11328054
Hotarubi,-7219221,-14378517
please,-3941703,-8971591
tomb,-3286317,-5038381
leg,-3098176,-5163840
splendid,-3289661,-5822781
Natsuhisama,-4601146,-10475066
exchange,-4404541,-9885501
refuse,-1584967,-4644233
funny,-3476009,-6092585
competition,-3484713,-5560873
talented,-3490595,-4965667
secretly,-2241075,-3331924
SelfDragon,-5270054,-9872678
Kemono,-6371625,-13606953
Beast,-6958932,-14719572
roared,-1783121,-5299076
teeth,-1327943,-4640656
clamped,-4401230,-10806350
Hhard,-6374228,-13807444
Irotaga,-5912883,-13811507
Sumo,-5443885,-15266093
sir,-1587484,-1822058
stick,-3286330,-5759802
wonderful,-3288105,-4774441
military,-2890564,-4844612
respect,-1787443,-3327850
superior,-2889776,-3599408
log,-3089728,-5366848
Mmmatte,-6758947,-14848291
dies,-3291463,-6346311
Clones,-7420959,-13326623
destroyed,-2242864,-3133777
areas,-5446471,-15002695
improved,-3487001,-4640537
interfere,-4399670,-10151222
desires,-3486256,-5887792
chunks,-3946773,-6343445
TwentyNine,-6364713,-15118633
Revenge,-6109481,-13611049
Comes,-8265261,-15151917
Knowledge,-5255741,-13097277
charge,-3489614,-7328846
involved,-3749135,-5295375
deactivated,-3948342,-7654966
accident,-3946826,-8705866
danger,-4607267,-8830243
gratitude,-2241853,-3987292
laughing,-3294758,-4310054
maniac,-3298109,-5554237
retrieved,-1590074,-3787642
ourselves,-1783075,-2282083
deepest,-2901552,-3524144
apologies,-4140845,-8444205
injuries,-3284538,-5826618
guard,-3092308,-6479956
likely,-3945756,-6737948
residual,-3751701,-5358869
Narutosan,-4144934,-7719462
disheveled,-4602918,-9554982
crossed,-3939126,-8448566
unsurely,-1775664,-3140725
helped,-3098173,-4966973
comrade,-3947581,-8049213
persistent,-1786655,-2016348
Bells,-7614256,-14245168
Mizura,-5450797,-13884205
assisted,-4597785,-9952025
either,-4407065,-8242713
safely,-3097382,-3655206
captive,-3753497,-5423129
Hoshikagesama,-5454896,-13094704
defeated,-4803885,-9879597
leader,-3950138,-7719226
criminal,-4598835,-10542131
Leaning,-5717824,-13683008
Thirty,-5056543,-12114975
Sudden,-6761530,-14522426
Appearance,-6763824,-13930032
offtopic,-2636851,-3329853
troubled,-2440237,-2936386
collapse,-3292969,-4573737
Definitely,-4406330,-9556282
willing,-2636077,-2936887
bet,-5260821,-11255573
thick,-3291450,-5624634
creep,-4791879,-12380743
Understood,-4793648,-11526448
Demo,-7226925,-13003821
forgetting,-3488031,-4902175
experienced,-4597050,-11002682
ThirtyOne,-6563885,-14589997
flashback,-3948362,-8573770
tightly,-1976378,-3793004
teacher,-2900814,-5427534
believed,-4606239,-8830751
unforgivable,-3285578,-6678346
explains,-3483696,-6020912
sake,-3101491,-4308275
mom,-2893101,-3399981
Mmy,-9841669,-13894771
son,-1582377,-2678906
fool,-3745062,-6676518
desire,-4403760,-9492272
major,-2636086,-3527232
fools,-3743270,-6809126
risked,-2637619,-3329341
deal,-3950164,-8900692
tools,-2235942,-2483789
attempt,-3940892,-7201052
shrunk,-1323561,-2676101
Show,-4602918,-9554982
determination,-3486256,-5887792
acting,-4602925,-9817645
observed,-3947541,-6211605
sync,-3277865,-5176361
controlled,-3745075,-7266867
ultimatum,-2237747,-3334743
foolishness,-3287085,-5037613
rocks,-2629198,-5106520
bonds,-5053993,-12772905
merely,-3750930,-5294098
goodness,-3482166,-6415670
swarmed,-2890574,-5500238
swished,-2630976,-4187210
tracked,-3745870,-8512590
Nnani,-6107732,-14599252
employer,-4138261,-7724309
angrily,-2634298,-3791172
adopted,-4140854,-8772150
praise,-3087182,-6221134
actions,-3750175,-5950751
Forget,-7877913,-13580569
traitor,-2431037,-3992916
Withdraw,-5713689,-14011417
sniffling,-3289658,-5691706
painful,-2641190,-2473519
meeting,-2899770,-4181818
Feeling,-6373178,-13607994
conscious,-3091497,-3922473
placing,-3945792,-8312896
hating,-3948333,-7260973
crying,-4399651,-9560611
flashbacked,-4145994,-9097290
telling,-2899757,-3328813
sentence,-2639401,-2671667
pocket,-2897203,-3724595
gem,-4146733,-7783981
embraced,-3752785,-8245841
flowing,-3093801,-3920681
425,425,425
350,350,350
param,-3948316,-6473500
movie,-3290383,-3198223
youtube,-2235187,-3336792
Lnq9UeAoW5c,-13059658,-7555535
wmode,-2898214,-2871078
transparent,-3087168,-5434176
embed,-4602961,-10999377
application,-4139066,-9101370
xshockwaveflash,-2898224,-3526960
Summer,-5712934,-14340390
sad,-1594186,-4834432
Crying,-7873059,-14828579
ThirtyTwo,-6102563,-15122723
Wake,-6116147,-12428083
lady,-1790794,-4834423
overdoes,-3089718,-4776502
leapt,-2633556,-5496925
shattered,-1585742,-5102989
clenched,-4145988,-8834628
revenge,-3750185,-6410025
branded,-4403790,-10542414
outcast,-3093017,-2937369
listen,-2244387,-2279749
lives,-3942415,-6478351
loses,-3939865,-7136281
replacing,-2900797,-4377661
cursed,-3288115,-5299251
fresh,-3091527,-5759047
loomed,-3093818,-4904506
mourning,-2436902,-2479934
amounts,-2894879,-2480415
gathering,-3949350,-6866470
Reaching,-5456711,-13160263
Crossbow,-5444669,-15265853
unit,-1321018,-3793043
Step,-5444679,-15331655
Fire,-8075548,-13446684
ThirtyThree,-5911839,-13745183
Decision,-6106948,-14532676
Made,-7230282,-12876874
thud,-3095570,-2476050
embedded,-4603726,-10802254
echoed,-3492164,-6670916
spots,-1580582,-2483834
fainter,-3093824,-5298240
laugh,-3754258,-4963090
pieces,-3751728,-6671408
wood,-2893094,-2940966
steadied,-3946816,-8246592
regained,-3949366,-7588406
Murmuring,-5446441,-14739753
nonsense,-1981481,-2674010
endure,-2892362,-5236554
murmuring,-3283753,-4909353
surpass,-1782300,-1823583
Shinobi,-5059143,-12573511
Nations,-5061663,-11193119
adult,-4402962,-8508434
pile,-3488048,-5755184
bells,-4140848,-8509744
ringing,-3488041,-5426985
ragged,-3099975,-5556295
breaths,-4134980,-9891396
rung,-3084585,-4124969
astonished,-3746867,-7134259
shown,-1126950,-2479504
scars,-1782356,-5496455
proud,-1782310,-2479462
endured,-3482186,-7399242
till,-2242864,-3133777
clatter,-2892366,-5498958
assumed,-3940912,-8053808
weapon,-1586496,-4184195
arguing,-3746870,-7331126
belonging,-3945021,-8247613
Fourth,-6561321,-15115049
fuse,-4591897,-10809369
Sure,-6557980,-15770908
screams,-2641958,-2472751
fused,-4599577,-9622809
emitted,-3744320,-7923264
beams,-4140884,-9953364
bright,-4795433,-11065897
Tthis,-6101053,-15584317
orange,-2633550,-5103447
ridiculous,-2636070,-2477872
maniacal,-4147517,-8439869
rearing,-2637632,-4182089
ball,-4150064,-7584816
knocking,-3749168,-6870064
damned,-3755325,-7062845
Should,-4797754,-11195962
comprised,-3092285,-5102653
Bunshinaaah,-5454141,-13489213
claws,-2893140,-5891924
furiously,-3285522,-3596306
GO,-11112448,-16777216
paid,-3494714,-5947194
unfortunately,-1322810,-3791760
absorbed,-4144182,-8441910
balls,-4142384,-8377392
explosion,-3939107,-7661603
unmatched,-3484740,-7003972
boiled,-4142404,-9164868
Bloodlust,-5255718,-12637478
ultimate,-2241846,-3528279
Villages,-5257530,-12702522
reactions,-3091514,-4971834
regaining,-3750202,-7263034
illusion,-2434358,-3531341
aside,-5254970,-13163322
Breathing,-7216708,-15304772
strain,-3483683,-5365027
SuSumaru,-3939179,-10612843
Finally,-5715245,-13945901
Yosh,-5711129,-14603545
tiring,-2634288,-3135290
Arigato,-6371625,-13606953
drained,-4596302,-11659342
keeping,-3292986,-5558074
wobbled,-3746894,-8446286
uneven,-1128762,-3789719
slip,-1978170,-3791722
crisscrossed,-2631741,-3989831
breathe,-5249092,-14347844
ShShikyo,-4404571,-10935643
arigato,-4143401,-7982889
bastard,-3953436,-6010140
Yyou,-4129830,-9305126
Natushiboshi,-4144941,-7981869
lend,-3950121,-6931497
scowl,-1130278,-2476681
extended,-4597808,-10608432
Chakra,-7613524,-14842452
fierce,-3097415,-5623623
spewed,-1127754,-4840097
Rasengan,-6371629,-13673005
Bright,-8268841,-14298921
filling,-3946797,-7393325
personal,-3093795,-3527203
begging,-4603702,-10014262
Must,-5706009,-15787545
YES,-7254147,-11113091
nine,-3750185,-6410025
wandering,-3097389,-4048941
genin,-3946793,-7196457
listening,-2898221,-3330093
piqued,-1785654,-3526254
unique,-1580608,-4188554
sorrow,-1778965,-1367391
Realizing,-5257523,-12571187
missing,-2898211,-2739747
glance,-3489614,-7328846
possession,-1980703,-2018643
sooner,-2241827,-2282055
repeated,-3755292,-5421852
eliminated,-4598842,-10804538
adding,-4602183,-10737223
collection,-3094838,-4641334
wished,-2441011,-3329351
gain,-3494714,-5947194
Answer,-6568220,-13471260
whipped,-2633536,-4185162
begin,-4602176,-10540352
Numerous,-5249065,-13953833
Wanting,-4408873,-8569897
soul,-2434322,-1170733
threatening,-3292966,-4377126
mistakes,-3094822,-3657510
quieted,-3937344,-8974400
demand,-5257533,-12768317
nicer,-3746894,-8446286
sometimes,-3091501,-4184877
happiness,-3750179,-6147619
discovered,-4794406,-11132198
supposedly,-2239526,-2480715
Cranked,-6563918,-14987086
gates,-4404501,-8441621
decision,-3747652,-7920964
triangle,-3288893,-5889085
Replacement,-4798781,-11129917
Memory,-6107673,-13807385
shined,-2245444,-4443744
sunset,-1584159,-2021745
Beams,-7614292,-14711124
Kneeling,-5911104,-14338112
ThirtyFour,-5908508,-14468380
Back,-7885646,-13001550
artifact,-4794422,-11591734
failure,-4141613,-8312365
severe,-3093037,-4118061
Granny,-6955565,-14911789
complaints,-3288115,-5299251
commission,-3093030,-3724582
trash,-1584212,-5497490
assistants,-4136473,-8119321
Yotaka,-6368310,-14527798
Shisou,-5059110,-11851046
punishment,-2630960,-3137851
Thank,-5454164,-13883732
peaceful,-2899790,-5428302
Shizune,-4401203,-9887539
Tsunadesama,-4601149,-10540861
examination,-3940925,-8578621
proper,-2241059,-2282567
treatment,-3939888,-8120112
healthy,-2436938,-4841054
Yatta,-4412181,-7385877
sp,-1581824,-16777216
examinations,-3940918,-8316214
lecture,-3091510,-4709686
Always,-8919826,-15077693
energetic,-2635082,-4840019
competitive,-3093033,-3921193
unsure,-1122864,-3138717
bowl,-4138251,-7396363
ramen,-3292973,-4836141
bowls,-4136459,-7594763
meal,-3098196,-6410324
Took,-5907750,-14731814
Also,-7417625,-13981977
gaining,-3753523,-6670131
earning,-3950115,-6669091
allies,-4602918,-9554982
newest,-3747602,-5559314
giving,-3945001,-7394601
Surely,-6562322,-14718738
attacking,-5058352,-12179760
altered,-5055792,-12640560
Dismissed,-5455657,-12831273
doorknob,-3094825,-3854121
predict,-2894922,-5234762
impact,-4602908,-9226780
ThirtyFive,-6565660,-13997084
Mark,-6574876,-11894556
bolts,-3284528,-5302064
Tsuki,-5908498,-14336786
Moon,-6366502,-14723878
thrust,-1322009,-1628287
bits,-3488021,-4377365
rotation,-3285545,-4842281
Although,-6959637,-13726741
newcomer,-4140828,-7722268
newcomers,-4140828,-7722268
awesome,-3938362,-8645946
worn,-1778972,-1826404
nod,-2630986,-4842836
halftruths,-2894896,-3595312
Unless,-6365734,-14855462
spy,-1581573,-319076
stubbornness,-3288095,-4184351
perform,-3290396,-3919900
slammed,-3092302,-6152014
sneaking,-3290432,-5953600
tightened,-2634311,-4643664
wise,-2636057,-1625124
tousing,-2436895,-2020919
banging,-4605481,-9290793
Uh,-8076544,-16777216
fi,-4405760,-16777216
roughly,-2241059,-2282567
ThirtySix,-6369049,-14000153
Sungakure,-4598838,-10673462
Kazekage,-6374957,-13015597
God,-11085130,-15026658
usage,-2633556,-5496925
latter,-2247961,-1620538
offer,-3485508,-6937924
boyfriend,-4793648,-11526448
options,-2630943,-2023211
difficult,-3487034,-6346298
anytime,-3944985,-6672921
proceeded,-4143421,-8836157
daily,-3943482,-8248634
routine,-2633503,-2020906
Failing,-6374963,-13081907
pay,-2249477,-306727
Sunagakure,-5448243,-14476339
Stealthily,-4598832,-10476592
Searching,-4800327,-11194951
rooftop,-2891302,-2942502
siblings,-3092285,-5102653
combat,-5258275,-12110883
Select,-6572323,-12618019
instructions,-3285535,-4317727
Um,-8072448,-16777216
consistently,-2438428,-1822772
Ssorry,-5249813,-13559573
wield,-1983303,-4640624
angered,-5055044,-13166148
Assemble,-6762294,-14324790
groups,-2629151,-2024747
dad,-4805450,-10667082
Eh,-11549952,-16777216
Temarisan,-5258288,-12373808
Kankurosan,-4795443,-11328563
Everybody,-5250614,-13887542
reappearing,-3093063,-5692231
shadowed,-3750192,-6803760
Hello,-6960432,-13927216
simpler,-1979706,-3790441
casual,-3101478,-3520806
hip,-3946787,-6934051
handling,-3949363,-7457331
warning,-2639395,-2278189
lucky,-3279438,-7141710
warnings,-2636067,-2281006
Dark,-7623452,-11879708
crept,-3741767,-8449607
outstretched,-3285555,-5432371
fist,-2898201,-2083865
squeezed,-3750923,-4900363
insides,-3094832,-4313392
rained,-2248004,-4441951
attempted,-3944237,-7592237
flash,-3093844,-6478932
block,-5255718,-12637478
ThirtySeven,-5911068,-13876508
Goodbye,-6962197,-13135637
stubborn,-2895644,-2282780
Nevermind,-6106925,-14268461
interruptions,-3089692,-3202588
cool,-4138278,-8380454
practice,-4139079,-9626183
practiced,-4139082,-9757514
depend,-4798774,-10932790
buy,-5247237,-13889285
drifting,-3941690,-8381242
plastered,-1978190,-5103481
packing,-3294781,-5622333
Wrong,-5254950,-12769062
planned,-3288142,-6807886
HQ,-10914048,-16777216
overdramatic,-2895684,-4840772
Bbut,-6770706,-11890706
insane,-4597808,-10608432
Unlatching,-5449786,-14278714
visits,-2435097,-1628979
regularly,-1587507,-3330681
puppeteer,-3093788,-3133468
temporarily,-3089709,-4251949
difficulty,-2635066,-3790404
